R#,Status,First Word,Second Word
L2,Seems OK,abbé,bay,,,,,,,,,,,,,,,,,,
L3,Seems OK,abbés,bays,,,,,,,,,,,,,,,,,,
L4,Seems OK,abbess,Bess,,,,,,,,,,,,,,,,,,
L5,Seems OK,abbeys,biz,,,,,,,,,,,,,,,,,,
L6,Seems OK,Abo,beau,,,,,,,,,,,,,,,,,,
L7,Seems OK,Abo,bow,,,,,,,,,,,,,,,,,,
L8,Seems OK,Abos,bows,,,,,,,,,,,,,,,,,,
L9,Seems OK,acid,Sid,,,,,,,,,,,,,,,,,,
